maize,soybean,hay,pkc,protein,fiber,energy,breed,age,weight,milk_yield,weight_gain,cost
55,16,27,2,19.6,12.69,54.38,Bunaji,9,598,33.94,3.44,454.18
33,15,34,18,20.12,17.09,83.64,Friesian,3,630,34.66,4.39,379.46
51,10,17,22,13.58,11.38,52.14,Bunaji,9,379,25.97,2.94,391.73
57,34,20,0,23.74,12.35,55.0,Bunaji,5,282,39.32,3.97,550.8
25,30,27,18,24.3,11.38,73.81,White Fulani,8,772,40.26,3.72,443.24
39,12,25,24,19.73,14.83,54.66,Jersey,7,278,28.79,3.25,423.3
51,19,36,0,21.42,16.41,72.42,Jersey,3,541,35.41,4.68,401.29
36,32,34,0,15.04,17.96,77.18,White Fulani,6,433,31.85,3.88,535.81
20,22,35,23,17.74,16.96,87.21,White Fulani,8,518,28.87,3.73,427.04
33,12,22,33,17.35,12.17,67.78,Friesian,8,601,29.38,3.6,377.95
28,34,20,18,23.54,19.71,72.31,White Fulani,2,798,39.34,3.57,476.05
25,22,32,21,22.11,14.65,75.9,Jersey,7,392,34.42,3.63,437.75
45,17,38,0,15.9,11.21,58.7,White Fulani,9,469,29.73,3.12,451.77
28,21,31,20,18.01,8.42,81.67,White Fulani,9,301,30.76,3.68,445.44
27,19,24,30,22.83,12.17,51.37,Bunaji,5,729,31.88,3.26,412.13
20,23,36,21,19.59,18.45,60.75,White Fulani,8,626,30.63,3.28,398.65
54,29,23,0,16.4,19.61,54.06,Friesian,8,484,28.71,3.37,505.09
57,18,32,0,21.08,15.41,72.99,White Fulani,9,785,36.87,4.19,473.51
25,18,29,28,14.14,16.48,75.56,Holstein,5,523,25.54,3.64,407.99
41,31,29,0,14.21,18.24,62.7,Holstein,6,419,28.06,3.25,527.92
23,31,16,30,21.58,9.05,50.81,Bunaji,3,428,35.08,3.0,496.41
58,31,12,0,24.43,14.96,77.28,Bunaji,6,561,43.48,4.84,537.24
57,15,11,17,13.08,14.28,85.36,Holstein,8,360,32.14,4.47,409.56
56,31,26,0,24.73,17.54,78.3,Bunaji,6,753,42.23,4.82,570.56
51,21,22,6,23.74,9.17,60.14,Bunaji,9,475,38.56,3.8,447.81
58,32,35,0,17.4,15.54,86.58,Jersey,3,618,37.94,5.07,591.62
43,30,35,0,21.48,10.91,73.78,Jersey,4,659,38.37,4.18,497.99
55,23,30,0,24.19,10.24,75.48,White Fulani,1,733,39.34,4.62,499.0
41,13,25,21,23.56,17.18,64.79,Holstein,8,570,32.41,4.29,426.8
29,10,11,50,20.65,14.08,85.62,Friesian,8,599,33.23,3.82,398.02
57,16,37,0,15.39,18.29,64.99,Holstein,2,602,29.63,4.05,424.25
52,14,39,0,12.33,17.16,86.61,Holstein,2,646,27.72,4.05,408.21
33,14,36,17,18.8,16.82,72.13,Jersey,4,578,32.84,4.12,356.09
49,30,13,8,17.34,12.63,78.04,Jersey,6,758,35.71,3.93,495.2
50,28,17,5,16.74,11.19,73.62,Bunaji,9,537,33.24,3.84,469.06
56,15,10,19,24.43,17.18,66.21,Friesian,6,459,39.26,4.57,438.58
28,14,24,34,22.87,13.45,73.64,Jersey,6,352,33.58,3.87,409.56
47,22,24,7,22.75,18.29,86.27,Bunaji,6,730,39.33,4.5,471.26
22,28,37,13,22.17,15.06,65.23,Friesian,7,644,34.89,3.71,479.88
47,16,17,20,13.08,17.22,56.75,Jersey,3,700,26.17,3.48,429.71
25,21,28,26,21.42,11.61,50.05,Holstein,2,263,31.25,3.07,415.86
50,34,26,0,24.4,15.81,76.92,Holstein,8,519,40.36,4.07,555.45
50,20,15,15,19.96,13.13,59.56,Friesian,4,728,30.63,4.0,448.17
52,31,13,4,20.13,13.88,84.9,Friesian,6,712,39.16,4.75,524.27
41,10,35,14,13.6,8.45,62.82,Jersey,4,320,26.7,3.37,420.25
33,28,25,14,24.5,17.0,75.25,Jersey,8,495,40.64,4.2,499.78
49,21,32,0,16.97,15.36,82.55,Friesian,6,498,34.97,3.86,450.88
49,25,16,10,16.98,9.87,88.55,Friesian,5,300,38.06,4.45,468.61
30,31,11,28,12.0,17.16,79.87,Bunaji,6,762,30.0,3.77,484.17
57,10,23,10,14.13,10.66,56.19,Bunaji,5,546,25.11,3.55,368.84
41,25,16,18,20.67,17.81,64.97,Bunaji,4,276,32.49,3.5,486.07
47,25,12,16,12.69,10.16,75.08,Holstein,9,371,32.26,3.7,470.84
54,25,19,2,19.17,15.22,89.95,Holstein,7,529,39.01,4.31,447.97
47,18,35,0,20.76,11.06,81.19,Bunaji,7,620,37.76,4.33,400.8
44,33,26,0,23.22,11.52,68.01,Bunaji,2,791,37.82,4.08,531.99
52,10,27,11,22.56,18.32,78.62,Friesian,7,750,32.42,4.99,375.88
31,25,14,30,15.29,18.7,87.64,Holstein,8,468,34.94,4.3,477.38
55,12,20,13,21.94,18.03,74.78,Bunaji,8,283,34.39,4.6,412.04
42,24,31,3,20.84,15.46,78.09,White Fulani,1,456,38.66,4.24,467.05
35,11,17,37,17.14,19.17,75.05,Jersey,4,523,29.71,3.77,368.79
30,20,29,21,21.48,12.43,76.14,Bunaji,2,745,34.47,3.86,399.27
43,11,31,15,15.76,11.48,58.25,Holstein,4,354,26.42,3.1,379.43
38,10,19,33,23.97,19.68,74.24,Bunaji,8,679,33.87,4.42,396.13
54,18,27,1,17.92,11.19,66.33,White Fulani,6,285,32.71,4.25,405.36
50,14,31,5,12.42,8.57,81.58,Friesian,6,642,28.63,4.09,417.94
36,14,29,21,18.51,14.55,83.32,Holstein,2,495,31.0,4.17,360.92
31,22,18,29,23.4,17.68,59.93,Friesian,3,756,34.22,3.93,435.83
53,25,22,0,21.44,13.74,79.94,Jersey,8,522,37.83,4.78,466.45
37,22,27,14,20.84,14.93,64.75,Friesian,4,700,33.44,3.55,440.07
22,32,26,20,12.96,13.98,69.77,Bunaji,6,792,29.41,3.22,463.48
36,21,13,30,12.55,19.63,78.23,White Fulani,7,515,27.97,3.65,450.38
36,20,10,34,22.77,17.5,85.3,Friesian,1,508,34.79,4.35,449.34
25,14,21,40,19.6,8.15,63.28,White Fulani,3,554,30.27,3.09,381.82
27,21,30,22,13.02,9.46,80.93,Holstein,4,760,28.62,3.73,417.08
57,13,18,12,13.71,15.11,76.89,Holstein,9,379,28.99,4.09,406.43
27,26,39,8,24.33,11.48,68.17,Bunaji,1,594,37.61,3.69,460.52
58,34,15,0,23.44,19.77,65.71,Bunaji,1,596,39.1,4.32,577.48
34,20,11,35,18.77,15.46,53.65,Bunaji,1,296,27.23,3.31,472.93
22,25,14,39,15.69,15.85,84.87,White Fulani,7,323,32.42,4.25,478.07
53,26,32,0,24.16,18.35,61.42,Jersey,8,644,40.02,3.7,495.5
44,26,31,0,18.11,18.53,53.2,Jersey,8,669,31.82,3.42,413.16
58,14,25,3,14.56,15.45,81.79,Jersey,7,489,30.69,4.35,436.15
27,12,36,25,12.82,17.55,74.87,Holstein,1,450,25.45,3.18,346.47
40,11,36,13,13.81,19.67,67.73,Holstein,7,739,25.12,3.48,366.88
34,23,18,25,24.52,15.52,81.38,Jersey,4,555,37.18,4.33,458.41
24,13,24,39,21.62,15.94,83.09,Bunaji,8,271,33.71,4.31,413.21
40,12,15,33,21.06,19.25,56.62,Friesian,9,519,31.2,3.41,385.3
53,34,25,0,15.83,8.09,61.87,Jersey,7,347,35.4,3.43,580.92
52,12,29,7,19.13,9.11,65.1,Friesian,8,387,34.12,4.15,400.35
25,10,39,26,12.08,8.42,76.55,Jersey,5,418,24.76,3.58,334.44
33,12,34,21,19.92,9.39,61.66,Friesian,6,509,31.26,3.58,402.66
53,29,15,3,22.26,11.81,84.15,Bunaji,4,254,39.23,4.44,535.35
26,21,39,14,16.41,18.18,69.34,Holstein,6,559,29.51,3.49,476.73
23,28,22,27,19.42,18.97,71.05,Jersey,2,546,35.16,3.46,527.59
44,11,38,7,18.1,19.2,78.79,Jersey,8,677,32.99,4.21,404.69
53,29,16,2,20.0,11.86,72.81,Bunaji,4,382,40.72,4.28,537.17
56,10,25,9,12.85,19.34,74.76,White Fulani,4,697,27.14,4.17,402.31
22,14,25,39,17.51,11.48,71.27,Jersey,9,289,29.18,3.29,396.19
48,11,37,4,22.81,18.2,75.31,Friesian,4,672,36.88,4.55,381.63
33,29,19,19,20.2,13.12,86.08,Bunaji,9,396,38.14,4.1,484.28
45,12,12,31,14.88,14.33,56.79,White Fulani,1,685,30.64,3.23,396.3
55,29,25,0,22.01,10.68,74.65,Jersey,9,617,38.26,4.8,542.33
40,14,31,15,21.1,19.5,73.86,Jersey,6,585,33.11,3.92,357.65
38,11,17,34,22.22,12.01,83.26,Holstein,7,266,36.64,4.79,402.28
38,27,39,0,20.15,9.83,56.9,White Fulani,6,601,35.2,3.35,428.5
26,15,15,44,12.05,16.64,67.02,Bunaji,3,626,26.75,3.02,443.7
34,15,37,14,14.77,12.91,89.67,Friesian,1,364,30.21,4.0,368.96
26,14,35,25,13.53,12.86,61.36,Jersey,4,507,26.78,2.93,366.1
47,21,12,20,24.45,12.53,74.73,Bunaji,1,381,37.49,4.38,441.48
26,32,28,14,15.1,8.02,84.9,Holstein,3,613,32.92,3.65,473.98
57,24,39,0,19.75,19.66,55.46,Jersey,7,567,33.82,4.08,525.38
32,20,26,22,21.9,17.25,76.54,White Fulani,7,292,34.09,4.27,478.47
49,22,39,0,16.06,10.7,70.23,Bunaji,2,343,32.69,3.65,435.12
21,20,30,29,12.3,19.63,82.4,Friesian,2,696,26.09,3.39,438.76
47,19,20,14,20.54,17.64,75.53,Holstein,7,522,35.94,3.97,446.76
21,16,23,40,16.7,10.18,88.43,Bunaji,9,547,33.13,3.83,425.56
31,32,29,8,16.21,14.02,74.96,Jersey,7,471,34.31,3.38,489.92
24,29,14,33,23.38,17.81,74.06,Friesian,1,264,34.73,4.0,515.0
49,20,12,19,21.98,12.23,85.59,Jersey,6,606,40.78,4.74,523.02
42,34,27,0,19.91,18.77,66.06,Jersey,5,696,39.02,3.92,535.3
25,10,33,32,18.27,12.23,69.64,White Fulani,4,784,30.31,3.72,338.62
31,14,39,16,16.76,13.25,72.72,White Fulani,6,259,30.76,3.78,394.24
56,29,25,0,17.99,13.63,85.26,Jersey,5,260,39.3,4.97,535.5
36,12,37,15,12.58,9.94,51.21,Holstein,5,442,23.22,2.76,349.97
23,16,23,38,15.49,17.78,64.37,White Fulani,6,427,27.87,2.98,380.39
21,16,30,33,22.03,15.47,69.04,White Fulani,1,709,33.58,3.71,394.8
40,13,37,10,13.93,13.84,55.65,White Fulani,1,332,25.04,3.1,387.6
53,28,33,0,18.48,8.78,55.77,White Fulani,9,597,33.71,4.01,502.53
27,14,20,39,14.11,10.76,53.06,Friesian,6,396,20.64,2.98,435.41
55,27,19,0,12.85,18.46,79.23,Jersey,7,799,33.05,4.04,502.8
47,29,15,9,17.28,15.27,67.55,Friesian,8,273,36.54,3.9,498.8
35,25,13,27,17.86,13.03,52.9,Bunaji,7,333,29.7,3.0,473.88
27,19,10,44,24.31,12.69,52.6,Bunaji,3,626,31.79,3.26,439.26
26,20,30,24,12.25,19.83,64.68,Bunaji,8,643,24.04,3.21,409.14
30,34,12,24,12.28,12.32,85.58,Friesian,4,598,32.26,3.57,528.48
53,27,10,10,24.95,12.27,67.14,Jersey,1,514,41.07,4.28,489.65
37,25,17,21,23.98,8.65,60.63,Bunaji,6,504,39.23,3.99,496.64
36,27,35,2,23.97,8.92,74.38,White Fulani,8,261,39.01,4.21,457.66
43,33,38,0,12.98,14.54,76.79,Bunaji,2,390,34.43,3.64,542.32
26,24,37,13,19.21,16.67,86.16,Holstein,5,683,34.31,4.2,451.57
36,26,39,0,24.1,18.74,55.53,White Fulani,1,524,35.25,3.69,486.42
51,31,20,0,13.16,13.89,74.82,White Fulani,5,630,32.51,3.8,501.02
56,16,25,3,13.4,12.72,79.36,White Fulani,5,516,29.3,4.09,429.25
36,25,34,5,23.17,19.31,71.73,Bunaji,4,465,37.0,4.17,457.82
28,27,13,32,24.05,19.88,73.25,White Fulani,4,668,37.29,3.8,482.51
20,24,17,39,15.06,18.12,84.12,Holstein,5,623,29.83,3.83,486.45
46,34,31,0,23.34,11.01,84.33,Friesian,9,510,43.23,4.81,550.04
41,13,15,31,23.03,10.03,78.24,Holstein,2,581,36.24,4.26,437.48
31,20,22,27,20.22,12.42,79.38,Jersey,9,294,34.63,3.97,418.77
46,19,29,6,13.42,8.39,74.32,White Fulani,5,288,30.83,4.0,409.91
49,32,29,0,17.78,10.03,68.44,Holstein,9,414,33.64,3.93,524.52
29,21,23,27,22.69,11.34,70.91,Bunaji,5,411,35.17,4.04,412.77
57,27,10,6,14.5,16.51,52.46,Jersey,6,587,30.14,3.39,529.84
30,22,34,14,19.4,8.22,78.45,Holstein,5,570,34.43,3.87,446.48
40,12,11,37,20.14,11.37,70.28,White Fulani,5,747,32.83,3.72,410.04
47,22,35,0,12.78,8.21,85.12,Bunaji,6,751,32.86,3.94,461.21
43,17,21,19,18.7,9.89,65.94,White Fulani,5,280,30.64,3.69,460.02
34,16,24,26,23.24,14.44,61.56,Jersey,4,285,35.88,3.43,382.59
30,17,35,18,13.24,9.64,81.71,Holstein,2,414,29.05,3.73,392.52
30,22,21,27,18.24,15.19,57.22,White Fulani,9,519,29.5,3.25,398.05
27,31,13,29,22.43,15.55,81.52,Jersey,2,740,37.67,4.08,493.62
24,14,23,39,17.4,9.41,63.21,Bunaji,9,655,26.76,3.4,402.21
38,21,13,28,19.74,10.05,62.46,Holstein,6,637,31.88,3.9,462.61
28,12,19,41,14.41,19.66,78.69,Holstein,6,626,28.87,3.28,399.09
44,10,26,20,17.58,8.21,59.44,Jersey,6,292,27.75,3.35,376.44
40,13,31,16,13.66,10.1,56.69,Holstein,5,500,26.94,3.4,372.57
46,19,11,24,15.46,10.72,88.3,Bunaji,8,451,34.19,4.15,414.63
52,23,13,12,22.6,11.21,70.54,Bunaji,4,464,36.5,4.36,464.6
55,26,16,3,16.66,15.84,59.36,Holstein,8,787,31.94,3.87,500.25
35,22,21,22,23.19,8.11,88.66,White Fulani,2,508,37.25,4.09,437.58
43,26,33,0,20.18,10.73,68.74,White Fulani,7,259,35.32,3.95,447.64
44,23,31,2,19.12,19.31,56.66,Bunaji,3,724,32.04,3.62,441.52
53,30,12,5,17.3,16.1,65.82,White Fulani,2,722,33.62,3.89,529.69
50,26,20,4,14.12,12.0,86.61,Jersey,7,514,33.09,4.58,465.6
43,24,16,17,24.24,14.87,86.95,Friesian,2,291,37.2,4.75,467.95
49,33,20,0,13.15,12.04,65.91,Holstein,9,506,30.45,3.36,530.17
26,22,22,30,15.14,8.43,61.02,Jersey,8,258,28.76,2.57,421.21
50,26,32,0,20.42,8.73,69.58,Bunaji,8,611,37.83,4.22,451.78
33,17,28,22,22.23,15.88,68.65,Friesian,8,471,34.48,4.0,434.82
57,13,16,14,23.56,16.6,82.22,Bunaji,1,763,36.38,4.8,427.66
55,11,13,21,16.79,18.62,80.21,Friesian,7,629,31.72,4.2,344.0
42,34,18,6,17.22,13.16,55.93,Jersey,3,456,31.25,3.4,524.25
24,25,32,19,14.04,16.19,80.06,Friesian,8,299,28.51,3.66,417.87
44,20,14,22,21.21,8.39,61.85,White Fulani,3,772,34.19,4.0,467.49
24,32,32,12,21.89,16.71,77.68,Jersey,2,261,35.42,4.25,520.09
42,10,17,31,24.58,12.28,55.59,Holstein,8,439,33.24,3.75,431.45
48,30,25,0,14.7,18.51,71.03,Bunaji,1,431,31.82,3.95,507.32
48,14,20,18,20.77,19.18,83.4,White Fulani,6,703,35.21,4.71,441.91
55,17,18,10,17.31,15.11,51.44,Holstein,7,359,30.58,3.91,436.29
56,17,20,7,23.04,9.66,51.23,Friesian,6,694,36.15,3.67,491.16
59,29,17,0,12.77,10.51,72.29,White Fulani,7,643,31.63,3.87,519.39
31,30,25,14,14.63,16.01,75.99,Holstein,1,442,30.45,3.31,514.49
46,22,26,6,16.87,11.39,69.95,Jersey,9,373,32.13,4.12,424.32
32,30,14,24,24.62,14.89,55.11,Friesian,4,728,35.52,3.52,504.09
56,33,34,0,16.08,13.91,58.02,Holstein,2,616,34.48,3.68,577.51
59,10,28,3,14.51,8.38,84.09,Friesian,2,523,33.21,4.7,387.48
58,15,36,0,21.41,17.79,84.88,Holstein,6,418,38.48,4.27,447.98
24,27,19,30,18.44,13.18,66.41,Bunaji,1,577,30.0,3.5,474.23
59,17,39,0,23.65,12.1,62.37,Jersey,4,542,36.54,4.21,495.51
35,21,11,33,13.79,8.21,67.83,White Fulani,5,272,27.28,3.23,437.69
36,26,26,12,23.43,16.41,66.88,Holstein,5,423,36.89,3.85,472.75
32,13,22,33,14.64,11.51,77.74,Friesian,1,616,28.75,3.55,359.23
57,10,27,6,23.95,8.71,66.07,Jersey,5,342,35.35,4.42,385.44
50,10,10,30,15.12,14.9,72.43,White Fulani,9,624,30.29,4.08,423.12
38,13,37,12,20.09,19.88,82.77,Friesian,9,540,33.18,4.47,368.75
31,34,27,8,20.69,17.59,59.1,Jersey,3,326,32.7,3.48,485.94
40,30,33,0,14.72,16.16,64.58,Friesian,9,414,31.67,3.35,473.95
51,13,10,26,23.45,12.24,89.78,Jersey,9,280,40.65,5.08,393.53
27,32,21,20,13.56,10.54,56.89,White Fulani,4,416,27.31,3.33,489.19
28,20,14,38,19.28,19.92,67.0,White Fulani,5,543,30.07,3.6,403.57
27,29,11,33,13.17,15.71,56.21,Friesian,6,751,27.71,3.09,472.15
38,20,23,19,21.62,19.41,55.48,Jersey,6,679,33.1,3.74,433.42
22,13,22,43,22.67,14.93,58.9,Holstein,1,510,27.84,3.18,402.97
49,19,16,16,20.69,8.17,75.2,White Fulani,9,667,35.91,4.18,438.44
25,19,22,34,13.11,14.42,85.53,Holstein,5,463,27.57,3.93,378.53
27,21,33,19,17.13,15.8,80.34,Holstein,6,732,31.01,4.01,434.1
48,26,33,0,15.99,15.18,56.87,Bunaji,4,333,32.18,3.6,446.38
36,26,20,18,21.99,10.5,65.37,Friesian,6,294,35.7,3.96,483.9
28,33,18,21,12.39,11.61,81.89,Friesian,6,604,28.61,3.55,504.54
45,15,12,28,20.16,9.74,70.16,Friesian,9,454,32.96,4.42,418.56
50,29,26,0,13.37,11.87,56.76,Jersey,9,472,30.84,3.28,539.7
22,24,21,33,22.8,15.07,76.49,White Fulani,5,773,37.37,3.69,445.8
22,19,35,24,16.92,17.14,70.98,White Fulani,3,542,26.36,3.41,402.41
35,25,37,3,12.52,11.11,62.37,Bunaji,4,675,28.54,2.81,469.59
47,12,25,16,12.83,18.25,72.56,Bunaji,3,646,26.67,3.95,389.78
23,34,13,30,17.77,17.18,50.5,Bunaji,5,367,33.62,2.77,503.08
36,31,22,11,19.77,16.24,58.81,Holstein,3,534,32.31,3.44,482.16
53,20,32,0,19.01,14.1,54.01,Friesian,9,534,33.76,3.87,453.5
41,17,16,26,14.38,16.08,86.62,Jersey,4,324,31.21,4.33,440.35
53,15,15,17,19.27,15.96,52.5,White Fulani,6,526,30.33,3.49,415.23
38,30,20,12,16.28,16.33,84.4,Jersey,4,341,35.47,4.06,505.81
30,22,15,33,20.25,17.16,56.12,Friesian,9,799,30.34,3.57,418.15
36,13,28,23,21.14,19.94,76.36,Friesian,3,391,31.56,4.04,406.58
31,30,22,17,13.92,14.1,75.88,White Fulani,6,491,29.82,3.93,468.86
47,17,25,11,20.86,12.47,79.33,Holstein,7,701,38.01,4.49,460.58
48,34,22,0,15.08,14.0,82.02,Bunaji,2,292,38.62,4.11,568.5
41,22,31,6,13.94,12.82,79.7,Holstein,1,367,31.86,3.9,454.55
40,19,10,31,18.75,16.07,51.77,Friesian,6,622,29.33,3.31,480.91
31,28,25,16,24.82,11.38,62.61,Friesian,7,471,37.8,3.43,453.42
26,15,15,44,12.61,9.63,57.63,Holstein,3,259,25.25,2.23,443.24
22,10,10,58,19.24,11.19,88.28,Bunaji,8,620,31.84,3.87,388.56
59,11,16,14,18.82,18.4,75.07,Bunaji,6,658,34.7,4.29,446.82
50,22,18,10,20.53,18.18,61.82,Friesian,4,797,33.15,4.0,482.77
47,20,25,8,18.07,19.94,61.96,Bunaji,7,572,33.28,3.58,436.7
54,21,38,0,13.88,11.98,73.36,Bunaji,4,488,26.46,3.95,511.6
30,11,24,35,15.6,11.07,68.57,White Fulani,5,425,30.28,3.06,380.37
55,25,39,0,18.3,13.83,56.48,White Fulani,1,610,32.24,3.79,507.42
57,24,39,0,21.28,11.54,72.03,Jersey,3,285,37.35,4.62,520.5
33,17,19,31,22.44,13.86,65.26,Holstein,4,669,31.28,3.73,392.91
20,31,22,27,24.43,17.32,81.48,Friesian,3,509,39.14,4.18,512.69
58,12,39,0,18.82,8.43,51.19,Bunaji,1,618,32.26,3.61,418.62
32,16,31,21,17.72,18.27,79.56,Jersey,1,599,29.34,3.86,407.44
48,12,36,4,24.88,8.65,60.96,White Fulani,7,472,36.45,4.14,353.05
36,10,35,19,23.01,11.93,78.08,Bunaji,3,610,35.61,4.3,358.49
38,14,32,16,12.21,11.02,86.87,Holstein,8,352,29.57,4.28,381.39
24,18,39,19,18.55,18.17,84.48,White Fulani,2,301,33.31,3.76,417.46
35,31,32,2,22.1,13.63,80.2,Friesian,4,653,37.45,4.43,505.94
49,14,19,18,14.19,17.09,52.02,Bunaji,1,747,26.19,3.1,405.83
34,18,15,33,18.8,17.26,55.07,Jersey,9,719,31.74,3.39,438.7
36,26,36,2,16.4,17.53,81.6,Friesian,4,583,31.95,4.21,453.09
58,30,28,0,16.34,8.35,54.95,Bunaji,8,581,32.65,3.67,585.67
36,29,30,5,13.15,13.64,55.07,Bunaji,2,651,28.21,2.91,464.72
27,28,19,26,12.71,8.97,57.55,Bunaji,7,381,27.31,2.92,472.66
55,31,38,0,14.91,9.27,88.16,Bunaji,8,697,36.24,4.23,571.57
48,23,18,11,16.82,11.17,52.66,Bunaji,9,317,31.9,3.18,449.68
20,10,22,48,17.17,19.37,59.99,Friesian,8,423,27.6,3.09,377.93
36,27,38,0,22.09,15.56,89.29,Holstein,4,280,39.06,4.28,489.02
56,28,28,0,15.28,19.37,71.53,Holstein,5,389,32.39,4.12,530.21
59,33,27,0,15.06,17.52,53.73,Friesian,3,481,30.91,3.6,576.97
51,16,32,1,23.77,12.24,58.43,Holstein,8,510,35.1,3.98,415.87
41,19,35,5,18.02,13.98,71.69,Jersey,1,583,34.14,4.14,400.86
42,23,21,14,18.39,17.39,69.77,Jersey,1,531,33.4,4.11,454.11
23,24,19,34,15.21,13.17,76.2,Friesian,1,414,33.45,3.8,444.96
42,21,32,5,20.87,8.56,60.02,Jersey,7,474,32.27,3.59,435.88
48,14,32,6,23.98,13.99,78.36,Friesian,1,704,38.19,4.58,416.21
55,16,13,16,20.38,9.92,59.54,Jersey,6,449,33.46,3.97,412.5
47,31,11,11,23.72,13.15,82.57,White Fulani,2,259,42.18,4.8,529.72
59,15,24,2,14.21,8.26,58.48,Friesian,5,741,27.24,3.7,352.61
42,21,24,13,20.58,11.25,59.75,Bunaji,6,385,33.26,3.83,419.68
30,21,32,17,16.17,10.96,66.36,Jersey,2,262,30.95,3.39,402.67
27,27,24,22,23.68,14.32,83.99,White Fulani,7,543,37.81,4.07,489.73
21,12,22,45,13.03,17.12,67.79,Friesian,4,576,23.54,3.19,348.86
23,32,23,22,12.16,11.46,50.37,Jersey,8,278,23.93,2.54,505.68
51,28,38,0,18.61,14.19,60.53,Bunaji,4,344,34.16,3.57,498.73
23,14,19,44,16.72,10.69,87.93,Jersey,5,652,31.2,3.67,365.37
31,22,30,17,17.31,11.81,55.94,White Fulani,2,743,29.17,3.2,432.87
58,26,12,4,13.53,18.99,75.2,Holstein,7,321,30.71,4.05,497.98
34,25,10,31,18.33,12.72,88.22,Holstein,1,486,33.81,4.42,499.69
51,28,35,0,18.03,12.74,86.78,White Fulani,4,351,37.73,4.57,518.27
35,30,22,13,15.44,15.94,74.32,White Fulani,4,565,32.68,3.27,493.92
53,22,23,2,15.01,10.13,89.81,Friesian,7,676,31.33,4.65,450.9
50,15,33,2,22.96,9.83,51.31,Holstein,2,662,30.34,3.83,410.12
26,20,23,31,15.85,10.88,75.52,Friesian,2,734,30.1,3.72,472.1
44,22,15,19,19.19,19.3,75.71,Jersey,7,661,35.37,4.07,455.87
34,20,13,33,24.0,14.27,78.62,White Fulani,1,592,36.28,4.11,433.99
50,18,31,1,19.74,10.64,62.16,Friesian,8,306,32.45,3.84,422.19
37,10,23,30,22.3,16.39,60.44,White Fulani,6,502,31.29,4.02,363.11
27,16,20,37,23.64,12.62,66.15,Friesian,4,366,36.88,3.87,420.86
40,24,14,22,14.47,16.12,78.51,Jersey,3,775,28.76,3.94,459.43
49,11,13,27,19.36,17.01,52.74,Jersey,6,404,28.18,3.65,399.95
49,15,17,19,20.36,10.99,70.29,Bunaji,5,674,35.24,4.05,377.36
44,19,38,0,21.79,19.54,61.83,Holstein,5,283,32.26,3.1,464.84
53,21,25,1,16.7,10.24,63.28,Bunaji,6,374,31.63,4.15,431.32
35,20,21,24,20.88,8.21,71.48,Holstein,7,418,34.64,3.92,441.74
34,21,30,15,24.39,15.35,82.04,Jersey,7,502,38.06,4.17,424.38
55,34,29,0,16.79,10.53,53.97,Friesian,5,617,32.91,3.37,568.76
35,33,15,17,23.98,14.72,51.8,White Fulani,4,767,35.76,3.37,480.44
34,32,36,0,22.28,10.82,89.2,Jersey,2,296,41.76,4.83,495.92
32,32,26,10,19.55,11.95,83.58,Jersey,5,631,38.5,3.95,460.47
37,22,20,21,14.12,8.17,67.54,Friesian,1,596,29.89,3.55,476.98
24,19,15,42,24.81,19.77,89.85,Jersey,8,511,38.39,4.5,407.19
32,26,17,25,15.58,16.12,79.45,Jersey,7,608,32.1,3.71,494.28
20,25,26,29,19.81,8.09,63.94,Friesian,8,663,31.87,3.42,446.52
46,11,19,24,24.96,8.37,53.65,Jersey,1,590,32.53,3.63,407.77
34,23,18,25,23.66,11.87,53.53,Holstein,7,697,35.05,3.61,433.4
46,10,34,10,22.25,17.76,58.85,Holstein,3,436,34.25,4.04,353.51
27,21,27,25,22.11,14.97,61.47,Holstein,6,753,34.91,3.54,405.23
36,28,13,23,23.64,17.46,55.06,Holstein,8,465,37.25,3.47,492.31
31,34,11,24,17.22,14.81,59.24,Jersey,5,298,29.84,3.24,525.45
53,31,13,3,19.39,8.64,70.39,White Fulani,4,571,38.73,4.78,508.51
22,14,37,27,13.62,13.93,68.28,Holstein,9,303,25.04,2.82,372.11
52,24,24,0,13.79,11.1,64.55,Holstein,1,638,30.14,3.79,478.95
35,34,17,14,14.12,10.65,59.41,Jersey,8,424,30.03,3.34,509.73
28,15,32,25,20.75,8.49,64.03,Bunaji,7,538,30.37,3.54,382.35
59,28,16,0,19.94,18.23,61.28,Jersey,1,710,34.37,3.75,527.38
47,13,18,22,19.07,17.61,79.14,Friesian,1,601,33.69,4.13,426.68
44,12,22,22,20.39,19.96,59.29,Holstein,2,734,28.59,3.69,382.63
40,11,33,16,16.46,14.36,56.2,Friesian,3,605,28.53,3.06,402.46
31,24,15,30,16.65,8.01,82.17,Holstein,8,440,30.6,3.99,483.15
55,30,36,0,14.44,19.32,66.38,Bunaji,9,463,33.77,3.95,541.49
34,29,17,20,20.03,14.22,80.45,White Fulani,5,497,38.6,4.28,485.94
29,29,21,21,19.43,9.26,57.72,Bunaji,8,627,30.67,3.02,518.95
31,16,35,18,21.29,9.59,79.52,Jersey,4,518,37.7,3.93,424.1
58,25,14,3,18.23,11.13,55.48,Jersey,2,660,30.98,3.67,502.05
23,10,27,40,17.91,17.3,57.72,Friesian,2,505,27.07,3.03,335.05
35,29,15,21,19.44,17.04,80.08,Friesian,8,524,35.16,4.02,454.22
50,18,23,9,14.02,10.48,68.73,Jersey,7,550,29.72,4.19,451.11
